State,state_abbr,District,year,std12_letters_and_up,std12_numbers_and_up,std35_std1_and_up,std35_subtraction_and_up,private_6_14,out_of_school_6_14,in_school_3_4
UP,UP,Ghaziabad,2009,72.7,75.2,64.9,49.2,43.5,4.4,59.9
UP,UP,Ghazipur,2009,78.4,75.4,64.4,47.4,44.6,0.7,74.6
UP,UP,Gonda,2009,59.6,56.3,29.5,17.6,28.7,4.4,16.8
UP,UP,Gorakhpur,2009,70.1,69.9,48,33.3,47.1,3.6,49.1
UP,UP,Hamirpur,2009,75.4,71.2,51.4,46.5,29.3,4.6,56
UP,UP,Hardoi,2009,47.3,47.9,36,19.2,30.4,6.4,60.7
UP,UP,Hathras,2009,70.2,71.1,45.9,38.2,41.3,4,59.1
UP,UP,Jalaun,2009,76.7,74.3,49.6,43.9,22.6,2.6,69.3
UP,UP,Jaunpur,2009,79.8,74.8,59.4,38.6,37.3,1.7,56
UP,UP,Jhansi,2009,78.1,77.2,58.7,55.6,11.4,2.3,65.4
UP,UP,Jyotiba Phule Nagar,2009,80.1,79.3,63.8,53.2,53.6,3,81.6
UP,UP,Kannauj,2009,73,67,42.5,21.4,49.3,5.4,58.3
UP,UP,Kaushambi,2009,82.3,80.3,48.5,46.9,33.1,5.9,79
UP,UP,Kushinagar,2009,83.4,76.7,68.4,57.6,49.9,2.9,54.6
UP,UP,Lalitpur,2009,57.8,54.5,38.5,29.7,9.9,0.8,58.4
UP,UP,Lucknow,2009,64.2,64.9,55.8,37.7,43.4,5.8,74.4
UP,UP,Mahoba,2009,80,81.9,55.3,56.5,16,3.7,58.3
UP,UP,Mahrajganj,2009,65.8,62.9,51.7,35.4,40.6,3.4,78.8
UP,UP,Mainpuri,2009,71.3,71.3,42.1,30.9,38.8,4,63.3
UP,UP,Mathura,2009,84.7,77.3,77.3,44.5,33.5,1,82.8
UP,UP,Mau,2009,91.6,90.3,47.1,40,37.8,1.7,35.9
UP,UP,Meerut,2009,76.9,79,69.2,64.6,39,5.4,48.4
UP,UP,Mirzapur,2009,66.4,64.5,53.5,35.4,30,2.8,50.9
UP,UP,Moradabad,2009,61.7,61.1,43,28.5,46.4,9.9,54.1
UP,UP,Muzaffarnagar,2009,81.2,83.3,73.1,66.1,31.5,4.3,65.1
UP,UP,Pilibhit,2009,60.4,60.5,30.8,19.7,29,7.3,69.5
UP,UP,Pratapgarh,2009,71.1,65.5,41.9,33.3,47.8,3.4,34.1
UP,UP,Rae Bareli,2009,66.2,63,44,24.7,47.6,7.3,62.4
UP,UP,Rampur,2009,57.7,66.2,36.3,28,34.9,12.5,33.1
UP,UP,Saharanpur,2009,83.2,83.2,58.8,42.4,40.1,3,76.2
UP,UP,Sant Kabir Nagar,2009,75.6,71.8,60,45.1,46,3.3,26.8
UP,UP,Sant Ravidas Nagar Bh,2009,74.6,65.3,44.2,31.9,39.7,1.1,60.3
UP,UP,Shahjahanpur,2009,49.6,46.1,29,18,30.9,10.1,65.2
UP,UP,Shrawasti,2009,63.5,66.4,42.4,30.3,13.5,6.8,24.5
UP,UP,Siddharthnagar,2009,62.4,60.5,37.7,27.2,34.4,7.9,29.3
UP,UP,Sonbhadra,2009,71.8,66.8,36.2,23.2,13.1,3.4,74.3
UP,UP,Sultanpur,2009,54.4,44.1,45,18.5,39.1,4.2,20.6
UP,UP,Unnao,2009,80.8,79.7,42.8,34.3,35.5,5.1,62.2
UP,UP,Varanasi,2009,67.1,68.1,62.5,49.4,33.4,2.8,51.8
Uttarakhand,UK,Bageshwar,2009,83.7,84.8,66.1,57.8,15.4,0.8,96.8
Uttarakhand,UK,Chamoli,2009,84.9,86.9,77.6,68.2,9,0.9,82
Uttarakhand,UK,Dehradun,2009,73.2,72.1,64.1,50.8,46.2,3.5,78.7
Uttarakhand,UK,Nainital,2009,89.6,88.1,86.8,76.3,19.9,1.8,69.7
Uttarakhand,UK,Pithoragarh,2009,95.8,86.8,90.3,84.4,13.5,0.3,92.1
Uttarakhand,UK,Rudraprayag,2009,80,73.8,73.1,56.7,11.7,0,90.5
Uttarakhand,UK,Tehri Garhwal,2009,89,87.3,72,53.2,15.9,0,78.4
WB,WB,Bankura,2009,77.7,83.5,61.3,57.7,3.8,6.5,78.7
WB,WB,Bardhaman,2009,87,89,79.4,69.4,3.4,4.7,85.7
WB,WB,Birbhum,2009,82.8,82.3,60.4,47.6,2.1,7.8,85
WB,WB,Darjiling,2009,99.1,99.1,87.3,71.1,NA,NA,NA
WB,WB,Howrah,2009,87,94,63.8,62.6,2.8,6,78
WB,WB,Maldah,2009,70.4,82.4,63.1,53.8,12,10.5,61.6
WB,WB,Medinipur,2009,91.8,90.6,71.2,74.1,5.5,5,77.1
WB,WB,Murshidabad,2009,81.5,84.2,68.7,55.1,5.3,8,68.5
WB,WB,Nadia,2009,81.3,82.2,59.1,46,3,5.8,78.6
WB,WB,North 24 Parganas,2009,96.2,94.9,67.9,52.8,5.9,4.8,68.7
WB,WB,Puruliya,2009,81.1,81.3,57.6,53.7,9.5,5.4,72
WB,WB,South 24 Parganas,2009,91.3,94.7,64.6,57.5,6.5,5.1,78.3
WB,WB,Uttar Dinajpur,2009,79.5,79.5,55,53.5,7.4,7.1,53
Andhra Pradesh,AP,Adilabad,2010,84,85.2,69.5,59.6,25.7,4.4,71.3
Andhra Pradesh,AP,Anantapur,2010,80,80.9,78.4,70,24.3,4.9,74.7
Andhra Pradesh,AP,Cuddapah,2010,92.3,94.1,73.8,78.8,39.7,3.1,69.6
Andhra Pradesh,AP,Guntur,2010,85.4,92,80,73.2,46.8,3.1,78
Andhra Pradesh,AP,Karimnagar,2010,94.8,94.5,75.1,64.5,54.8,0.5,85.7
Andhra Pradesh,AP,Khammam,2010,79.5,84.4,73.7,66,31.8,3.5,91.8
Andhra Pradesh,AP,Krishna,2010,92.4,89.4,76.9,67.5,35.9,2.7,85.9
Andhra Pradesh,AP,Kurnool,2010,82.6,86.6,59.5,53.1,29.5,8.6,81.3
Andhra Pradesh,AP,Mahbubnagar,2010,76.3,80.5,68.3,51.9,35.6,4.3,71.1
Andhra Pradesh,AP,Medak,2010,86,86,47.8,48,24.6,3.2,83.3
Andhra Pradesh,AP,Nalgonda,2010,89.6,92.4,68.4,62.8,39.8,2.2,87.5
Andhra Pradesh,AP,Nellore,2010,85.3,90.3,71.2,72.7,32.5,2.6,83.9
Andhra Pradesh,AP,Nizamabad,2010,82.1,88.4,71,60.4,46.2,3.4,91.5
Andhra Pradesh,AP,Rangareddy,2010,88.9,89.8,55.8,51.4,37.8,2.3,89.9
Andhra Pradesh,AP,Srikakulam,2010,78.9,82.2,56.7,51.7,28.7,2.8,82.3
Andhra Pradesh,AP,Visakhatnam,2010,85.7,90.9,71.3,65.2,25.6,2.8,91.7
Andhra Pradesh,AP,Vizianagaram,2010,77.2,80.2,65.4,65.4,20.4,7.2,89
Andhra Pradesh,AP,Warangal,2010,94.1,96.3,58.1,64.4,40.6,2.9,73.2
Andhra Pradesh,AP,West Godavari,2010,82.1,89,79,60,35.2,2.3,78
Assam,AS,Barpeta,2010,87.6,80.3,67.2,54.2,10.9,3.7,74.3
Assam,AS,Bongaigaon,2010,71.4,72,50,44.1,11.8,10.2,65.7
Assam,AS,Darrang,2010,80.6,72.9,67.8,50,8.4,3,89.1
Assam,AS,Dhemaji,2010,67.7,66.3,40.7,25.5,28.2,4.9,61.2
Assam,AS,Dhubri,2010,58,66.5,45.5,37.4,10.8,7.7,45.8
Assam,AS,Dibrugarh,2010,94.4,96.6,66.4,52.5,25.2,4.6,80.6
Assam,AS,Goalpara,2010,64.5,63.6,44.7,30.9,16.3,6.7,69
Assam,AS,Golaghat,2010,90.7,91.5,77,56.4,12.5,3.2,84.2
Assam,AS,Jorhat,2010,95.6,93.8,80.3,69.6,16.1,2.1,87.4
Assam,AS,Kamrup,2010,84.4,87.9,78.1,58.8,12,2.3,87.2
Assam,AS,Kokrajhar,2010,59.7,66.7,55.9,30.3,25.5,2.7,83.3
Assam,AS,Lakhimpur,2010,69.9,66,49,42,15.9,3.3,82.8
Assam,AS,Marigaon,2010,67.5,73.4,61.1,40.9,14.2,5.3,91.9
Assam,AS,Nagaon,2010,73.8,68.2,47.5,30.2,9.2,5.9,90.3
Assam,AS,Nalbari,2010,74.5,82.8,56.2,44.8,15.7,6.7,85.7
Assam,AS,Sonitpur,2010,85.1,85.1,68.6,63.3,16.3,4.4,74.2
Bihar,BR,Araria,2010,68.7,67.6,57.2,58.9,5.1,2.7,68.4
Bihar,BR,Aurangabad,2010,93,92.3,91.5,88.8,5.2,0.7,66.1
Bihar,BR,Banka,2010,77.6,76.3,56.8,58.4,5.8,5.1,65.4
Bihar,BR,Begusarai,2010,66.9,69.7,58.2,60.8,3.3,3.7,80.7
Bihar,BR,Bhagalpur,2010,72.6,76.3,64.8,73.8,2.9,6.6,51.6
Bihar,BR,Bhojpur,2010,85.3,84.3,74.2,76.4,1.3,0.2,77.8
Bihar,BR,Buxar,2010,77.4,76.9,54.4,60.6,5.5,1.7,94.6
Bihar,BR,Darbhanga,2010,72.9,69.8,69.6,70.8,2.2,2.1,91.5
Bihar,BR,Gaya,2010,61.7,59.7,76,78.3,12,3.2,96.4
Bihar,BR,Gopalganj,2010,92,94.4,82.3,81.2,10.7,1.9,94.5
Bihar,BR,Jamui,2010,71.6,76.6,71.1,72.7,2.7,2.8,47.1
Bihar,BR,Jehanabad,2010,68.5,74.2,71.8,74.1,4,3.2,82.4
Bihar,BR,Katihar,2010,83.3,83,71.7,78.4,6.9,3,69.3
Bihar,BR,Khagaria,2010,68,66.7,57.5,56.2,2.2,5.4,68.8
Bihar,BR,Kishanganj,2010,90.1,88.5,76.6,74.2,5.8,6.3,63.1
Bihar,BR,Lakhisarai,2010,66.5,66.2,71.5,68.9,4.8,1.7,75.2
Bihar,BR,Madhubani,2010,58.1,60.2,67.3,62.9,1.9,3.2,88.8
Bihar,BR,Munger,2010,67,70.7,56.6,49.6,4.4,2.8,78
Bihar,BR,Muzaffarpur,2010,56.4,56.5,54.4,48.5,6.1,4,73.5
Bihar,BR,Nalanda,2010,78.1,79.4,63.3,67.1,9.5,2.5,66.5
Bihar,BR,Nawada,2010,73,75.2,55,61.5,11.9,13.4,59.3
Bihar,BR,Pashchimi Champaran,2010,60.6,59.2,65.4,60,6.3,6,87.4
Bihar,BR,Patna,2010,88.8,85.4,75.2,75.9,4.2,0.7,95.8
Bihar,BR,Purbi Champaran,2010,80.9,79.1,65,64.7,5.3,2.4,83.7
Bihar,BR,Purnia,2010,82.4,85,78,77,1.9,2.3,79.8
Bihar,BR,Rohtas,2010,67.7,68.1,52.2,50.5,5.3,1.9,87.6
Bihar,BR,Saharsa,2010,32.4,28.3,39.9,45.3,0.4,9.4,88.2
Bihar,BR,Samastipur,2010,42.8,44.6,45.4,42.6,5.2,4.2,78.4
Bihar,BR,Saran,2010,65.5,61.9,70.8,67.7,8.4,2.6,79.5
Bihar,BR,Sheikhpura,2010,61.9,62.1,66.3,65.9,1.6,5.8,71.4
Bihar,BR,Sheohar,2010,54,47.7,52.1,51.8,2.5,5.7,42.5
Bihar,BR,Sitamarhi,2010,64.9,63.8,54.1,44.2,1.8,2.8,83.8
Bihar,BR,Siwan,2010,56.1,56.1,52.3,48.4,10,5.1,84.9
Bihar,BR,Vaishali,2010,77.4,75.9,60.9,59.3,8.1,0.9,70.9
Chattisgarh,CG,Bastar,2010,81,81.9,71.3,49.7,1.8,2.6,87.4
Chattisgarh,CG,Bilaspur,2010,87.7,89.7,58.8,40.7,6.7,2.8,92.3
Chattisgarh,CG,Dhamtari,2010,78.3,83,62.9,47.6,16.5,2.2,83.9
Chattisgarh,CG,Durg,2010,93.5,93,80.5,76,10.2,2,78.3
Chattisgarh,CG,Jashpur,2010,80.2,79.7,67.2,55,25.1,0.1,97.8
Chattisgarh,CG,Kanker,2010,91,89.3,83.9,79.7,7,0.2,99.2
Chattisgarh,CG,Kawardha,2010,89.7,88.1,75.9,60.1,9.7,3.1,87.1
Chattisgarh,CG,Korba,2010,81.7,85.1,55.6,42.8,3.7,4.9,81.1
Chattisgarh,CG,Koriya,2010,79.6,80.2,63.7,63.3,9.7,1,98.9
Chattisgarh,CG,Mahasamund,2010,90.3,91.8,75.7,61.1,8.2,0.4,94.6
Chattisgarh,CG,Raigarh,2010,88.5,87.7,64,52.8,13.4,1.8,92.2
Chattisgarh,CG,Raipur,2010,87.2,86.7,59.2,42.6,6.2,1.5,90
Chattisgarh,CG,Rajnandgaon,2010,91.7,91,74.5,63.1,7.9,1.6,96.2
Chattisgarh,CG,Surguja,2010,87.2,83.2,73,61.1,11.4,1.5,89.3
Goa,Goa,South Goa,2010,96.4,95.4,67.4,61.8,19.3,0.5,77.7
Gujarat,GJ,Ahmedabad,2010,69.9,70.2,55.3,40.7,5.3,9.5,95.5
Gujarat,GJ,Amreli,2010,93.6,83.2,75.9,57.4,15.3,1.2,92.4
Gujarat,GJ,Banas Kantha,2010,82.9,83.8,54.2,43.1,8.5,6,77.7
Gujarat,GJ,Bhavnagar,2010,72.7,71.6,65.6,42.8,7.5,5.5,79.3
Gujarat,GJ,Dohad,2010,71.3,67.8,39.5,29.2,1.3,2.8,95.2
Gujarat,GJ,Gandhinagar,2010,69.9,73.2,62.3,41.9,21.7,2.9,80.2
Gujarat,GJ,Jamnagar,2010,86.1,86.1,68.1,37.3,23.6,4.1,97.9
Gujarat,GJ,Kachchh,2010,65.9,60.3,55.3,32.1,10.4,8,72.7
Gujarat,GJ,Kheda,2010,79.5,81.4,62.6,44.2,13.3,1.2,90.9
Gujarat,GJ,Mehsana,2010,95.5,91,80.9,72.8,4.2,1.5,94.3
Gujarat,GJ,Narmada,2010,71.3,69.5,46.1,23.3,4.2,7.8,96.6
Gujarat,GJ,Navsari,2010,80.3,81.3,38.8,23.3,4.5,2.2,97
Gujarat,GJ,Panch Mahals,2010,91.8,91.8,62,59.3,8.4,1.6,98.5
Gujarat,GJ,Patan,2010,70.4,71.5,75.9,40.6,3.5,4.7,96.1
Gujarat,GJ,Porbandar,2010,92.7,89.6,77.8,64.6,4.8,1.1,95.7
Gujarat,GJ,Rajkot,2010,84.4,78.1,68,52.7,18.6,4.3,80.7
Gujarat,GJ,Sabar Kantha ,2010,87.6,85.9,60.2,48.4,8.5,3.2,98.2
Gujarat,GJ,Surendranagar,2010,90.4,83.9,67.7,37.9,12.4,3,90.5
Gujarat,GJ,The Dangs,2010,75.7,76.3,47.1,37.5,3,6.2,99.5
Gujarat,GJ,Vadodara,2010,78.1,77.7,69.5,50,12,4.1,95
Gujarat,GJ,Valsad,2010,93.4,93.4,66.5,49.4,6.6,1.5,95.6
Haryana,HR,Ambala,2010,73,76,56.3,47.7,38.1,0.3,80.6
Haryana,HR,Fatehabad,2010,93.2,89.9,73.6,67,44.2,0.6,58.5
Haryana,HR,Hisar,2010,86.1,87.3,72.1,65.5,52.6,0.7,75.4
Haryana,HR,Jind,2010,88.8,88.7,73.1,74.4,32.3,0.5,92.7
Haryana,HR,Kaithal,2010,86.7,86.9,65.3,62.2,34.5,1.3,70.4
Haryana,HR,Karnal,2010,83.1,82.1,63.8,60.9,38.6,2,74.6
Haryana,HR,Kurukshetra,2010,90.6,89.8,62.8,58.7,20.1,0.3,87.1
Haryana,HR,Mahendragarh,2010,86.8,90.2,73.8,70.1,37.6,1.5,78.2
Haryana,HR,Mewat,2010,88.1,88.3,80.7,72.5,10.6,5.3,44.5
Haryana,HR,Panchkula,2010,90.6,91.7,56.9,56.6,31,0.1,90.4
Haryana,HR,Rewari,2010,99.4,98,84.6,80.9,50.1,0.6,84.4
Haryana,HR,Sonipat,2010,89.4,90,77.2,77.4,65.8,0.3,92.7
Haryana,HR,Yamunanagar,2010,79.4,77.9,63.7,56,26.7,1.2,64.2
HP,HP,Bilaspur,2010,88.4,92.7,81.9,79.7,22.9,0,96.6
HP,HP,Chamba,2010,86.1,91,77.7,70.8,9.3,1.3,88.3
HP,HP,Hamirpur,2010,86.2,88.5,72.6,76.3,41.4,0,81.8
HP,HP,Kangra,2010,96.3,93.3,84.6,81,32.2,0,92.3
HP,HP,Kinnaur,2010,97.9,99.5,86.1,79.1,17.2,0.3,80.4
HP,HP,Kullu,2010,93.6,95.4,85.4,83.1,20.6,0.5,93.3
HP,HP,Lahul & Spiti,2010,97.6,94.9,89.1,86.2,18.3,0.6,94.5
HP,HP,Mandi,2010,91.3,88.2,72.5,60.5,23.6,0,87.2
HP,HP,Shimla,2010,95.2,94.3,89.4,87.8,11.4,0,97.9
HP,HP,Sirmaur,2010,89.2,93.2,77.9,78.9,19.9,1.4,100
HP,HP,Solan,2010,92.4,94.7,86,76.9,31.4,0.6,90.2
HP,HP,Una,2010,91.7,94.8,83.6,82.3,32.5,0.3,97.7
Jharkhand,JH,Chatra,2010,59.6,60.1,64.3,57.7,5.3,1,77.9
Jharkhand,JH,DUMKA,2010,88.5,88.5,60.7,59.5,5.1,3.2,92
Jharkhand,JH,Giridih,2010,64.1,69.3,61.1,56.5,9.1,2.1,61.5
Jharkhand,JH,Godda,2010,93.4,93.8,78.9,75.8,7.4,6.4,72.8
Jharkhand,JH,GUMLA,2010,76.9,77,63.1,58.1,12.2,3.1,87.8
Jharkhand,JH,Hazaribagh,2010,82.9,83.5,66.1,57.8,16.8,2.1,82.6
Jharkhand,JH,Koderma,2010,54.3,54.4,70,60.9,8,2,100
Jharkhand,JH,Lohardagga,2010,81.1,81.1,69.8,58,13.4,4,82.4
Jharkhand,JH,Pakur,2010,80.1,83.1,29.4,35.9,2.5,12.3,85.8
Jharkhand,JH,Palamu,2010,53.7,53.5,66.1,57.8,0.9,3,76.1
Jharkhand,JH,East Singhbhum,2010,46.9,49.1,22,27.3,5.8,4.4,80.3
Jharkhand,JH,Ranchi,2010,70,70.9,59.4,45.7,14.9,4.1,84.2
Jharkhand,JH,Sahibganj,2010,72.9,74.4,46.4,56.3,3.2,2.1,86.8
Jharkhand,JH,Sindega,2010,61.9,64.4,47.8,28.2,27.6,2.6,83.5
Karnataka,KA,Bagalkot,2010,78.9,83.7,60.9,31.9,14.6,3.2,93.2
Karnataka,KA,Bangalore,2010,93.4,93.3,65.5,49.8,55.3,1,82.2
Karnataka,KA,Bangalore Rural,2010,87.2,85.3,75.2,79.4,18,0.8,99
Karnataka,KA,Belgaum,2010,86.9,84.7,48,42.7,23.4,2.5,93.7
Karnataka,KA,Bellary,2010,79.4,87.3,48.5,33.2,16.1,9.5,100
Karnataka,KA,Bidar,2010,81.9,80.3,53.5,31,26.7,2.4,91.6
Karnataka,KA,Bijapur,2010,81.3,78.5,70.8,53.5,19.3,2.1,81.1
Karnataka,KA,Chamarajanagar,2010,94.8,94,76.3,33.3,22.8,2.1,94.6
Karnataka,KA,Chikmagalur,2010,95.5,90.3,67.5,54.1,17.5,1.4,95.4
Karnataka,KA,Chitradurga,2010,95.5,93.3,47.4,61.4,10.2,2.1,100
Karnataka,KA,Dakshina Kannada,2010,98.8,98.2,86.6,60.7,39.6,1,97.7
Karnataka,KA,Davangere,2010,78.2,76.3,53.9,36.1,19.1,2.2,87.5
Karnataka,KA,Dharwad,2010,87.7,82.7,59.2,37.5,9.5,2.2,94.7
Karnataka,KA,Gadag,2010,81.8,80.7,54,42.8,13.6,4,95.2
Karnataka,KA,Gulbarga,2010,67.4,75.5,36.9,18.7,7.2,9.2,79.1
Karnataka,KA,Hassan,2010,93.6,85.1,74.1,50.6,18.4,1.5,97.8
Karnataka,KA,Haveri,2010,70.5,74.7,50.7,32.7,19.7,3,98.9
Karnataka,KA,Kodagu,2010,97.7,97.7,86.6,58.1,32.5,0.9,90.3
Karnataka,KA,Kolar,2010,87.3,84.6,43.3,40.2,21.1,1.7,94.4
Karnataka,KA,Koppal,2010,84.4,78.9,47.8,23.1,17.9,4.2,90.9
Karnataka,KA,Mandya,2010,92.1,88.1,64.1,27.2,28.6,3.4,94.6
Karnataka,KA,Mysore,2010,88,88,46.4,34.4,20.5,1.6,91.2
Karnataka,KA,Raichur,2010,69.1,69.1,31.9,12.2,10.2,11,100
Karnataka,KA,Shimoga,2010,96.1,95.3,77.5,56.7,17.4,1.8,91.8
Karnataka,KA,Tumkur,2010,88,94.1,54.7,48.9,23,1.4,96.1
Karnataka,KA,Udupi,2010,92.2,93.8,88,73.2,42.7,1.7,100
Karnataka,KA,Uttara Kannada,2010,94.2,93.2,87.9,84.6,3.3,0.1,100
Kerala,KL,Alappuzha ,2010,100,97,91.1,83,51.3,0,NA
Kerala,KL,Ernakulam,2010,97.2,97,86.6,83.2,75.7,0,91.2
Kerala,KL,Kannur,2010,99.3,99.3,86.9,84.3,66.9,0,84.2
Kerala,KL,Kollam,2010,97.6,97.5,92.6,86,59.1,0.2,92.5
Kerala,KL,Kozhikode (Calicut),2010,98.4,98.2,85.7,77.2,55.6,0.3,80.3
Kerala,KL,Malappuram,2010,97.8,97,83.2,73.7,32.8,0,92.1
Kerala,KL,Palakkad,2010,98.2,100,81.6,77.3,44.6,0,80.3
Kerala,KL,Pathanamthitta,2010,100,99.3,86.1,82,63.2,0.2,96.4
Kerala,KL,Thiruvananthapuram,2010,96.5,97.7,95.9,87,47.2,0.2,93.2
Kerala,KL,Thrissur,2010,98.9,100,87.4,81.2,69.3,0,95.2
Kerala,KL,Wayanad,2010,99.3,98.4,81.3,66.7,38.2,0.3,89.2
Manipur,MN,Bishnupur,2010,98.1,99,91.5,94,78.4,1.7,44.2
Manipur,MN,Churachandpur,2010,90,92.3,88.4,82.8,89,4.9,57.3
Manipur,MN,Imphal East,2010,92.6,94.4,57.3,58.3,59.7,1.1,43.7
Manipur,MN,Imphal West,2010,96.2,96.2,68.3,52.9,74,1.2,77.8
Manipur,MN,Thoubal,2010,98.3,99.1,66,63.3,55.6,1.3,69.4
Meghalaya,ML,West Garo Hills,2010,96.1,96.6,84.1,70.5,34.1,9.1,44.5
MH,MH,Ahmednagar,2010,97.4,96.1,92.4,85.1,40.6,0.6,97.4
MH,MH,Akola,2010,96.2,94.9,84.5,58.3,40.5,0.8,100
MH,MH,Amravati,2010,95.1,89.5,80.3,54.4,41.6,0.6,99
MH,MH,Aurangabad,2010,98,95.9,85.2,58.4,20.5,2.4,99.4
MH,MH,Bhandara,2010,86.1,83,78.3,47.7,29.7,0,99.2
MH,MH,Bid,2010,99.5,99.5,94.4,89.1,25.9,0.3,91.3
MH,MH,Buldana,2010,92.2,92.2,87.1,61.5,12.1,0.4,75.6
MH,MH,Chandrapur,2010,90.2,84,74.9,39.8,27.7,0.4,100
MH,MH,Dhule,2010,99.3,99.3,95.3,61.4,42.3,2.6,94.7
MH,MH,Gadchiroli,2010,79,79,68.5,32.3,18.5,0.7,100
MH,MH,Gondiya,2010,98.3,97.7,86.5,44.2,19.9,0.2,99.3
MH,MH,Jalgaon,2010,96.7,95.5,71.7,47.3,38,2.9,93.9
MH,MH,Jalna,2010,90.4,92.6,78.7,64.8,18.1,1.6,94.8
MH,MH,Kolhapur,2010,95,95.6,87,63.6,18.2,0.6,82.8
MH,MH,Latur,2010,91.4,91.4,72.7,62,26,0.3,99.6
MH,MH,Nagpur,2010,93.9,93,93.6,70.7,51.5,0.7,92.3
MH,MH,Nanded,2010,93.4,92.3,82.8,59.7,20.6,1.7,88.5
MH,MH,Nandurbar,2010,95.5,94.3,95.6,94.4,11.4,2.3,98.1
MH,MH,Nashik,2010,92.1,92,91.8,84.8,21.1,1.2,81.9
MH,MH,Osmanabad,2010,94.5,95.8,91.5,74.4,32.5,0.7,95.5
MH,MH,Parbhani,2010,91.7,89.4,80.4,71.5,24.3,0.2,99.5
MH,MH,Pune,2010,92.9,91.8,93.1,80.7,29.2,1,96.4
MH,MH,Raigarh,2010,98.6,99.3,83,56.1,10.1,2,99.1
MH,MH,Ratnagiri,2010,100,98.7,95.4,84.7,6.2,1,77.1
MH,MH,Satara,2010,97.2,95.5,90.5,77.6,35.8,0.2,85.1
MH,MH,Sindhudurg,2010,98.5,97.8,90.6,79.9,7.7,0,95.2
MH,MH,Solapur,2010,95.3,94,89.7,73.9,28.9,0.6,97.3
MH,MH,Thane,2010,92.7,91.5,76.1,61.7,21.1,2.3,93.1
MH,MH,Wardha,2010,95.3,94.5,79.7,52.9,34.1,2.2,100
MH,MH,Washim,2010,97.7,97.7,94.8,96.3,22.8,0.2,99.1
MH,MH,Yavatmal,2010,95.7,97.8,66.4,45.8,19.1,1.8,94.6
Nagaland,NL,Dimapur,2010,99.5,99.5,83.4,80.5,52.3,1.4,67.8
Nagaland,NL,Mokokchung,2010,100,99.6,84.2,68.1,32.6,1.4,70.7
Nagaland,NL,Phek,2010,95.7,97.7,57.9,73,39.9,1.5,57.5
Nagaland,NL,Zunheboto,2010,100,99.2,91,95.5,29.5,1.7,18.1
Odisha,OR,Anugul,2010,74.1,79.5,64.9,53.6,6.6,2.1,93.3
Odisha,OR,Balangir,2010,44.6,40,53,36.6,4.3,1.5,60
Odisha,OR,Baleshwar,2010,89.2,80.3,65.5,65.5,6.9,1.6,81.7
Odisha,OR,Bargarh,2010,83.1,78.2,57.6,46.5,12,0.6,97.5
Odisha,OR,Baudh,2010,68.7,70.9,56.7,38.7,2.1,3.6,83.2
Odisha,OR,Bhadrak,2010,95.7,95,86.1,82.6,3.3,0.3,94.3
Odisha,OR,Cuttack,2010,94.2,92.1,76.4,67.5,9.3,2.7,85.2
Odisha,OR,Deogarh,2010,86,84.7,66.1,63.6,3.3,1.6,NA
Odisha,OR,Dhenkanal,2010,91,86.6,70.9,48.3,1.9,1.7,88.5
Odisha,OR,Gajapati,2010,66.3,63.5,60.6,54.9,5.3,6.2,97.8
Odisha,OR,Ganjam,2010,71.2,67.5,57.9,49.8,3.8,8.7,90.4
Odisha,OR,Jagatsinghapur,2010,95.2,87.3,82.3,72.9,6.4,0.6,90.1
Odisha,OR,Jajapur,2010,87.1,85,79.7,71.1,5.7,0.4,98.2
Odisha,OR,Jharsuguda,2010,83.3,82.2,69.9,59.2,4.4,2.2,99.3
Odisha,OR,Kalahandi,2010,77.7,65.2,43,35.7,2.9,6.9,79.7
Odisha,OR,Kendraparha,2010,85.1,75.9,60.3,57.6,3.8,2.7,72.7
Odisha,OR,Kendujhar,2010,56.6,53.3,54.9,42.6,6.7,2.7,81
Odisha,OR,Khordha,2010,92.1,90.5,83.4,77.5,8,0.3,87.5
Odisha,OR,Malkangiri,2010,69.8,57,65,52.1,5.3,5.8,81.2
Odisha,OR,Mayurbhanj,2010,64,57.1,50,31.4,1.6,7.5,93.5
Odisha,OR,Nabarangapur,2010,67.7,63.3,39.3,29.9,3.2,17.2,69.9
Odisha,OR,Nayagarh,2010,72.7,69.7,63.6,55.1,8.5,4.4,81.6
Odisha,OR,Nuaparha,2010,61.4,55.3,44.5,37.5,3.9,4.9,96.6
Odisha,OR,Puri,2010,90.4,84.3,81.9,70.5,5.4,1.6,87.6
Odisha,OR,Rayagarha,2010,57.3,55.3,54.8,55.7,4,6.6,87.9
Odisha,OR,Sambalpur,2010,81.8,84,57,37,8.6,4.1,97.3
Odisha,OR,Subarnapur,2010,80.2,79.7,51.5,43.1,1,0.6,88.1
Odisha,OR,Sundargarh,2010,71.4,70,44,35.7,11.7,3.6,69.2
Punjab,PB,Amritsar,2010,88.3,90.1,67.3,67.3,41.5,1.4,89.6
Punjab,PB,Faridkot,2010,85.7,85.6,75.2,79,29.8,2,72.6
Punjab,PB,Fatehgarh Sahib,2010,85.3,83.7,85.9,91.4,15,0.3,91.7
Punjab,PB,Firozpur,2010,82,80.2,66.7,71.4,40.2,4.5,58
Punjab,PB,Gurdaspur,2010,81.3,84.6,75.4,82.5,43.5,0.3,88.6
Punjab,PB,Hoshiarpur,2010,89.5,93.5,77.8,83.2,42.4,0.3,95.2
